Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - facility = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_AppointmentConfirmation/p_facility)),Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.079s,PASSED
verifyMatch,Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.012s,PASSED
Statement - readmission = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_AppointmentConfirmation/p_hospital_readmission)),Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.044s,PASSED
verifyMatch,Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.003s,PASSED
Statement - program = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_AppointmentConfirmation/p_program)),Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.042s,PASSED
verifyMatch,Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.004s,PASSED
Statement - visitDateStr2 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_AppointmentConfirmation/p_visit_date)),Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.037s,PASSED
verifyMatch,Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.004s,PASSED
"Statement - parsed = java.time.format.DateTimeFormatter.ofPattern(""dd/MM/uuuu"").parse(visitDateStr2)",Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.002s,PASSED
Statement - visitDate2 = java.time.LocalDate.from(parsed).atStartOfDay(),Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.017s,PASSED
Statement - isAfterNow = visitDate2.isAfter(java.time.LocalDateTime.now()),Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.005s,PASSED
verifyEqual,Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:27,0.078s,PASSED
"Statement - dayOfWeek = java.time.format.DateTimeFormatter.ofPattern(""E"").withLocale(US).format(parsed)",Firefox 62.0,,2018-10-14 05:53:27,2018-10-14 05:53:28,0.031s,PASSED
verifyNotEqual,Firefox 62.0,,2018-10-14 05:53:28,2018-10-14 05:53:28,0.020s,FAILED
