Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
cleanMaterials,,,2018-10-14 06:00:47,2018-10-14 06:00:49,1.519s,ERROR
,,,,,,
Test Cases/cleanMaterials,,,2018-10-14 06:00:48,2018-10-14 06:00:48,0.448s,ERROR
