Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verifyMatch,Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.010s,PASSED
Statement - readmission = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_AppointmentConfirmation/p_hospital_readmission)),Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.035s,PASSED
verifyMatch,Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.002s,PASSED
Statement - program = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_AppointmentConfirmation/p_program)),Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.032s,PASSED
verifyMatch,Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.003s,PASSED
Statement - visitDateStr2 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_AppointmentConfirmation/p_visit_date)),Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.039s,PASSED
verifyMatch,Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.002s,PASSED
"Statement - parsed = java.time.format.DateTimeFormatter.ofPattern(""dd/MM/uuuu"").parse(visitDateStr2)",Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.001s,PASSED
Statement - visitDate2 = java.time.LocalDate.from(parsed).atStartOfDay(),Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.008s,PASSED
Statement - isAfterNow = visitDate2.isAfter(java.time.LocalDateTime.now()),Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.001s,PASSED
verifyEqual,Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.013s,PASSED
"Statement - dayOfWeek = java.time.format.DateTimeFormatter.ofPattern(""E"").withLocale(US).format(parsed)",Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.014s,PASSED
verifyNotEqual,Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.012s,PASSED
Statement - comment = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_AppointmentConfirmation/p_comment)),Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.036s,PASSED
Statement - If (comment != null),Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.011s,PASSED
"Statement - png4 = mr.resolveMaterialPath(CURRENT_TESTCASE_ID, ""CURA_AppointmentConfirmation.png"")",Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:26,0.002s,PASSED
com.kazurayam.ksbackyard.ScreenshotDriver.takeEntirePage,Firefox 62.0,,2018-10-03 06:46:26,2018-10-03 06:46:29,2.528s,PASSED
click,Firefox 62.0,,2018-10-03 06:46:29,2018-10-03 06:46:29,0.354s,PASSED
verifyElementPresent,Firefox 62.0,,2018-10-03 06:46:29,2018-10-03 06:46:29,0.022s,PASSED
"Statement - png5 = mr.resolveMaterialPath(CURRENT_TESTCASE_ID, ""CURA_Homepage_revisited.png"")",Firefox 62.0,,2018-10-03 06:46:29,2018-10-03 06:46:29,0.002s,PASSED
com.kazurayam.ksbackyard.ScreenshotDriver.takeEntirePage,Firefox 62.0,,2018-10-03 06:46:29,2018-10-03 06:46:32,2.502s,PASSED
closeBrowser,Firefox 62.0,,2018-10-03 06:46:32,2018-10-03 06:46:32,0.263s,PASSED
